decisao_id,numero_da_decisao,resumo_da_decisao,conteudo_da_decisao,juiz_id,processo_id,lei_id
1027,decisao 1027,resumo 1027,conteudo 1027,99,719,409
1028,decisao 1028,resumo 1028,conteudo 1028,2,757,138
1029,decisao 1029,resumo 1029,conteudo 1029,15,657,282
1030,decisao 1030,resumo 1030,conteudo 1030,56,418,55
1031,decisao 1031,resumo 1031,conteudo 1031,72,279,222
1032,decisao 1032,resumo 1032,conteudo 1032,48,147,68
1033,decisao 1033,resumo 1033,conteudo 1033,58,16,123
1034,decisao 1034,resumo 1034,conteudo 1034,72,809,287
1035,decisao 1035,resumo 1035,conteudo 1035,5,495,315
1036,decisao 1036,resumo 1036,conteudo 1036,39,782,263
1037,decisao 1037,resumo 1037,conteudo 1037,82,44,349
1038,decisao 1038,resumo 1038,conteudo 1038,6,149,47
1039,decisao 1039,resumo 1039,conteudo 1039,95,85,329
1040,decisao 1040,resumo 1040,conteudo 1040,72,483,93
1041,decisao 1041,resumo 1041,conteudo 1041,58,359,45
1042,decisao 1042,resumo 1042,conteudo 1042,33,448,368
1043,decisao 1043,resumo 1043,conteudo 1043,48,738,216
1044,decisao 1044,resumo 1044,conteudo 1044,27,662,47
1045,decisao 1045,resumo 1045,conteudo 1045,39,163,352
1046,decisao 1046,resumo 1046,conteudo 1046,13,493,158
1047,decisao 1047,resumo 1047,conteudo 1047,97,11,453
1048,decisao 1048,resumo 1048,conteudo 1048,39,74,71
1049,decisao 1049,resumo 1049,conteudo 1049,9,263,482
1050,decisao 1050,resumo 1050,conteudo 1050,87,440,31
1051,decisao 1051,resumo 1051,conteudo 1051,64,862,14
1052,decisao 1052,resumo 1052,conteudo 1052,68,635,104
1053,decisao 1053,resumo 1053,conteudo 1053,89,202,148
1054,decisao 1054,resumo 1054,conteudo 1054,45,307,434
1055,decisao 1055,resumo 1055,conteudo 1055,30,999,70
1056,decisao 1056,resumo 1056,conteudo 1056,66,106,445
1057,decisao 1057,resumo 1057,conteudo 1057,36,226,184
1058,decisao 1058,resumo 1058,conteudo 1058,5,294,68
1059,decisao 1059,resumo 1059,conteudo 1059,88,217,233
1060,decisao 1060,resumo 1060,conteudo 1060,21,862,63
1061,decisao 1061,resumo 1061,conteudo 1061,44,569,368
1062,decisao 1062,resumo 1062,conteudo 1062,12,198,130
1063,decisao 1063,resumo 1063,conteudo 1063,87,70,8
1064,decisao 1064,resumo 1064,conteudo 1064,66,128,62
1065,decisao 1065,resumo 1065,conteudo 1065,23,276,192
1066,decisao 1066,resumo 1066,conteudo 1066,48,690,462
1067,decisao 1067,resumo 1067,conteudo 1067,85,265,378
1068,decisao 1068,resumo 1068,conteudo 1068,14,317,437
1069,decisao 1069,resumo 1069,conteudo 1069,87,168,54
1070,decisao 1070,resumo 1070,conteudo 1070,44,476,139
1071,decisao 1071,resumo 1071,conteudo 1071,62,317,322
1072,decisao 1072,resumo 1072,conteudo 1072,40,48,389
1073,decisao 1073,resumo 1073,conteudo 1073,37,693,404
1074,decisao 1074,resumo 1074,conteudo 1074,8,401,36
1075,decisao 1075,resumo 1075,conteudo 1075,100,158,7
1076,decisao 1076,resumo 1076,conteudo 1076,10,823,376
1077,decisao 1077,resumo 1077,conteudo 1077,87,996,370
1078,decisao 1078,resumo 1078,conteudo 1078,82,427,184
1079,decisao 1079,resumo 1079,conteudo 1079,79,56,368
1080,decisao 1080,resumo 1080,conteudo 1080,66,422,400
1081,decisao 1081,resumo 1081,conteudo 1081,74,886,242
1082,decisao 1082,resumo 1082,conteudo 1082,34,305,256
1083,decisao 1083,resumo 1083,conteudo 1083,73,233,391
1084,decisao 1084,resumo 1084,conteudo 1084,35,335,182
1085,decisao 1085,resumo 1085,conteudo 1085,33,800,481
1086,decisao 1086,resumo 1086,conteudo 1086,63,587,286
1087,decisao 1087,resumo 1087,conteudo 1087,28,500,456
1088,decisao 1088,resumo 1088,conteudo 1088,3,306,317
1089,decisao 1089,resumo 1089,conteudo 1089,70,860,431
1090,decisao 1090,resumo 1090,conteudo 1090,27,144,408
1091,decisao 1091,resumo 1091,conteudo 1091,98,824,476
1092,decisao 1092,resumo 1092,conteudo 1092,96,894,499
1093,decisao 1093,resumo 1093,conteudo 1093,85,225,156
1094,decisao 1094,resumo 1094,conteudo 1094,21,861,373
1095,decisao 1095,resumo 1095,conteudo 1095,26,37,242
1096,decisao 1096,resumo 1096,conteudo 1096,29,817,144
1097,decisao 1097,resumo 1097,conteudo 1097,55,990,326
1098,decisao 1098,resumo 1098,conteudo 1098,41,174,379
1099,decisao 1099,resumo 1099,conteudo 1099,12,875,12
1100,decisao 1100,resumo 1100,conteudo 1100,69,719,193
1101,decisao 1101,resumo 1101,conteudo 1101,16,405,297
1102,decisao 1102,resumo 1102,conteudo 1102,64,315,197
1103,decisao 1103,resumo 1103,conteudo 1103,85,70,171
1104,decisao 1104,resumo 1104,conteudo 1104,27,959,339
1105,decisao 1105,resumo 1105,conteudo 1105,27,858,5
1106,decisao 1106,resumo 1106,conteudo 1106,8,425,398
1107,decisao 1107,resumo 1107,conteudo 1107,42,600,218
1108,decisao 1108,resumo 1108,conteudo 1108,25,361,470
1109,decisao 1109,resumo 1109,conteudo 1109,36,670,43
1110,decisao 1110,resumo 1110,conteudo 1110,91,433,268
1111,decisao 1111,resumo 1111,conteudo 1111,19,561,304
1112,decisao 1112,resumo 1112,conteudo 1112,91,988,91
1113,decisao 1113,resumo 1113,conteudo 1113,33,425,5
1114,decisao 1114,resumo 1114,conteudo 1114,75,408,225
1115,decisao 1115,resumo 1115,conteudo 1115,84,486,221
1116,decisao 1116,resumo 1116,conteudo 1116,82,494,246
1117,decisao 1117,resumo 1117,conteudo 1117,31,427,457
1118,decisao 1118,resumo 1118,conteudo 1118,33,564,446
1119,decisao 1119,resumo 1119,conteudo 1119,35,794,472
1120,decisao 1120,resumo 1120,conteudo 1120,2,259,299
1121,decisao 1121,resumo 1121,conteudo 1121,3,458,350
1122,decisao 1122,resumo 1122,conteudo 1122,88,71,411
1123,decisao 1123,resumo 1123,conteudo 1123,6,937,472
1124,decisao 1124,resumo 1124,conteudo 1124,85,226,387
1125,decisao 1125,resumo 1125,conteudo 1125,39,779,52
1126,decisao 1126,resumo 1126,conteudo 1126,49,128,466
1127,decisao 1127,resumo 1127,conteudo 1127,74,169,393
1128,decisao 1128,resumo 1128,conteudo 1128,32,567,185
1129,decisao 1129,resumo 1129,conteudo 1129,11,973,444
1130,decisao 1130,resumo 1130,conteudo 1130,60,680,481
1131,decisao 1131,resumo 1131,conteudo 1131,43,691,234
1132,decisao 1132,resumo 1132,conteudo 1132,5,525,284
1133,decisao 1133,resumo 1133,conteudo 1133,81,751,390
1134,decisao 1134,resumo 1134,conteudo 1134,45,714,441
1135,decisao 1135,resumo 1135,conteudo 1135,60,614,347
1136,decisao 1136,resumo 1136,conteudo 1136,80,827,376
1137,decisao 1137,resumo 1137,conteudo 1137,17,699,12
1138,decisao 1138,resumo 1138,conteudo 1138,34,607,348
1139,decisao 1139,resumo 1139,conteudo 1139,22,740,40
1140,decisao 1140,resumo 1140,conteudo 1140,18,572,331
1141,decisao 1141,resumo 1141,conteudo 1141,43,242,351
1142,decisao 1142,resumo 1142,conteudo 1142,93,667,368
1143,decisao 1143,resumo 1143,conteudo 1143,92,60,104
1144,decisao 1144,resumo 1144,conteudo 1144,35,105,57
1145,decisao 1145,resumo 1145,conteudo 1145,78,316,222
1146,decisao 1146,resumo 1146,conteudo 1146,24,834,486
1147,decisao 1147,resumo 1147,conteudo 1147,5,206,408
1148,decisao 1148,resumo 1148,conteudo 1148,83,114,52
1149,decisao 1149,resumo 1149,conteudo 1149,18,607,35
1150,decisao 1150,resumo 1150,conteudo 1150,31,65,326
1151,decisao 1151,resumo 1151,conteudo 1151,70,714,94
1152,decisao 1152,resumo 1152,conteudo 1152,92,94,101
1153,decisao 1153,resumo 1153,conteudo 1153,39,645,358
1154,decisao 1154,resumo 1154,conteudo 1154,16,32,339
1155,decisao 1155,resumo 1155,conteudo 1155,77,715,485
1156,decisao 1156,resumo 1156,conteudo 1156,95,477,47
1157,decisao 1157,resumo 1157,conteudo 1157,41,280,32
1158,decisao 1158,resumo 1158,conteudo 1158,24,610,269
1159,decisao 1159,resumo 1159,conteudo 1159,77,372,284
1160,decisao 1160,resumo 1160,conteudo 1160,91,466,499
1161,decisao 1161,resumo 1161,conteudo 1161,53,302,444
1162,decisao 1162,resumo 1162,conteudo 1162,62,415,447
1163,decisao 1163,resumo 1163,conteudo 1163,47,470,116
1164,decisao 1164,resumo 1164,conteudo 1164,67,874,305
1165,decisao 1165,resumo 1165,conteudo 1165,26,988,497
1166,decisao 1166,resumo 1166,conteudo 1166,43,58,284
1167,decisao 1167,resumo 1167,conteudo 1167,72,113,119
1168,decisao 1168,resumo 1168,conteudo 1168,39,606,285
1169,decisao 1169,resumo 1169,conteudo 1169,57,853,397
1170,decisao 1170,resumo 1170,conteudo 1170,90,123,394
1171,decisao 1171,resumo 1171,conteudo 1171,59,467,323
1172,decisao 1172,resumo 1172,conteudo 1172,67,512,368
1173,decisao 1173,resumo 1173,conteudo 1173,86,434,244
1174,decisao 1174,resumo 1174,conteudo 1174,80,485,302
1175,decisao 1175,resumo 1175,conteudo 1175,55,223,217
1176,decisao 1176,resumo 1176,conteudo 1176,2,786,1
1177,decisao 1177,resumo 1177,conteudo 1177,2,720,224
1178,decisao 1178,resumo 1178,conteudo 1178,70,75,243
1179,decisao 1179,resumo 1179,conteudo 1179,69,66,249
1180,decisao 1180,resumo 1180,conteudo 1180,79,548,74
1181,decisao 1181,resumo 1181,conteudo 1181,92,550,93
1182,decisao 1182,resumo 1182,conteudo 1182,35,660,398
1183,decisao 1183,resumo 1183,conteudo 1183,26,967,277
1184,decisao 1184,resumo 1184,conteudo 1184,39,749,210
1185,decisao 1185,resumo 1185,conteudo 1185,88,261,81
1186,decisao 1186,resumo 1186,conteudo 1186,68,833,424
1187,decisao 1187,resumo 1187,conteudo 1187,79,597,498
1188,decisao 1188,resumo 1188,conteudo 1188,36,670,229
1189,decisao 1189,resumo 1189,conteudo 1189,91,1,235
1190,decisao 1190,resumo 1190,conteudo 1190,1,863,217
1191,decisao 1191,resumo 1191,conteudo 1191,60,497,220
1192,decisao 1192,resumo 1192,conteudo 1192,22,214,333
1193,decisao 1193,resumo 1193,conteudo 1193,4,856,41
1194,decisao 1194,resumo 1194,conteudo 1194,96,574,398
1195,decisao 1195,resumo 1195,conteudo 1195,54,896,26
1196,decisao 1196,resumo 1196,conteudo 1196,31,466,165
1197,decisao 1197,resumo 1197,conteudo 1197,65,226,116
1198,decisao 1198,resumo 1198,conteudo 1198,89,472,242
1199,decisao 1199,resumo 1199,conteudo 1199,41,595,256
1200,decisao 1200,resumo 1200,conteudo 1200,90,233,358
1201,decisao 1201,resumo 1201,conteudo 1201,100,719,19
1202,decisao 1202,resumo 1202,conteudo 1202,2,59,3
1203,decisao 1203,resumo 1203,conteudo 1203,36,636,427
1204,decisao 1204,resumo 1204,conteudo 1204,32,381,173
1205,decisao 1205,resumo 1205,conteudo 1205,97,983,490
1206,decisao 1206,resumo 1206,conteudo 1206,32,771,232
1207,decisao 1207,resumo 1207,conteudo 1207,22,781,400
1208,decisao 1208,resumo 1208,conteudo 1208,49,695,443
1209,decisao 1209,resumo 1209,conteudo 1209,5,975,409
1210,decisao 1210,resumo 1210,conteudo 1210,44,611,285
1211,decisao 1211,resumo 1211,conteudo 1211,15,263,79
1212,decisao 1212,resumo 1212,conteudo 1212,95,743,267
1213,decisao 1213,resumo 1213,conteudo 1213,17,277,416
1214,decisao 1214,resumo 1214,conteudo 1214,13,926,477
1215,decisao 1215,resumo 1215,conteudo 1215,57,174,40
1216,decisao 1216,resumo 1216,conteudo 1216,88,868,11
1217,decisao 1217,resumo 1217,conteudo 1217,1,225,60
1218,decisao 1218,resumo 1218,conteudo 1218,7,197,467
1219,decisao 1219,resumo 1219,conteudo 1219,16,849,58
1220,decisao 1220,resumo 1220,conteudo 1220,67,565,381
1221,decisao 1221,resumo 1221,conteudo 1221,34,300,244
1222,decisao 1222,resumo 1222,conteudo 1222,61,179,480
1223,decisao 1223,resumo 1223,conteudo 1223,84,766,269
1224,decisao 1224,resumo 1224,conteudo 1224,1,654,52
1225,decisao 1225,resumo 1225,conteudo 1225,39,805,343
1226,decisao 1226,resumo 1226,conteudo 1226,87,977,162
1227,decisao 1227,resumo 1227,conteudo 1227,17,230,42
1228,decisao 1228,resumo 1228,conteudo 1228,61,922,459
1229,decisao 1229,resumo 1229,conteudo 1229,30,661,169
1230,decisao 1230,resumo 1230,conteudo 1230,43,928,466
1231,decisao 1231,resumo 1231,conteudo 1231,65,330,110
1232,decisao 1232,resumo 1232,conteudo 1232,73,565,215
1233,decisao 1233,resumo 1233,conteudo 1233,17,641,221
1234,decisao 1234,resumo 1234,conteudo 1234,23,938,468
1235,decisao 1235,resumo 1235,conteudo 1235,20,399,119
1236,decisao 1236,resumo 1236,conteudo 1236,23,719,347
1237,decisao 1237,resumo 1237,conteudo 1237,61,319,192
1238,decisao 1238,resumo 1238,conteudo 1238,12,204,369
1239,decisao 1239,resumo 1239,conteudo 1239,5,385,293
1240,decisao 1240,resumo 1240,conteudo 1240,33,610,383
1241,decisao 1241,resumo 1241,conteudo 1241,16,230,221
1242,decisao 1242,resumo 1242,conteudo 1242,54,705,101
1243,decisao 1243,resumo 1243,conteudo 1243,81,51,14
1244,decisao 1244,resumo 1244,conteudo 1244,45,339,415
1245,decisao 1245,resumo 1245,conteudo 1245,32,1000,40
1246,decisao 1246,resumo 1246,conteudo 1246,88,929,7
1247,decisao 1247,resumo 1247,conteudo 1247,69,853,239
1248,decisao 1248,resumo 1248,conteudo 1248,18,280,130
1249,decisao 1249,resumo 1249,conteudo 1249,84,836,28
1250,decisao 1250,resumo 1250,conteudo 1250,48,258,345
1251,decisao 1251,resumo 1251,conteudo 1251,72,478,252
1252,decisao 1252,resumo 1252,conteudo 1252,23,988,462
1253,decisao 1253,resumo 1253,conteudo 1253,38,971,260
1254,decisao 1254,resumo 1254,conteudo 1254,59,369,108
1255,decisao 1255,resumo 1255,conteudo 1255,90,596,349
1256,decisao 1256,resumo 1256,conteudo 1256,52,950,144
1257,decisao 1257,resumo 1257,conteudo 1257,53,482,18
1258,decisao 1258,resumo 1258,conteudo 1258,41,125,184
1259,decisao 1259,resumo 1259,conteudo 1259,44,488,113
1260,decisao 1260,resumo 1260,conteudo 1260,18,35,419
1261,decisao 1261,resumo 1261,conteudo 1261,67,514,177
1262,decisao 1262,resumo 1262,conteudo 1262,26,789,458
1263,decisao 1263,resumo 1263,conteudo 1263,70,578,350
1264,decisao 1264,resumo 1264,conteudo 1264,45,830,309
1265,decisao 1265,resumo 1265,conteudo 1265,94,232,134
1266,decisao 1266,resumo 1266,conteudo 1266,10,482,272
1267,decisao 1267,resumo 1267,conteudo 1267,49,379,429
1268,decisao 1268,resumo 1268,conteudo 1268,20,402,27
1269,decisao 1269,resumo 1269,conteudo 1269,46,333,441
1270,decisao 1270,resumo 1270,conteudo 1270,62,220,395
1271,decisao 1271,resumo 1271,conteudo 1271,100,711,415
1272,decisao 1272,resumo 1272,conteudo 1272,84,865,452
1273,decisao 1273,resumo 1273,conteudo 1273,81,11,109
1274,decisao 1274,resumo 1274,conteudo 1274,88,917,460
1275,decisao 1275,resumo 1275,conteudo 1275,28,129,403
1276,decisao 1276,resumo 1276,conteudo 1276,7,479,489
1277,decisao 1277,resumo 1277,conteudo 1277,86,233,75
1278,decisao 1278,resumo 1278,conteudo 1278,2,554,481
1279,decisao 1279,resumo 1279,conteudo 1279,34,358,449
1280,decisao 1280,resumo 1280,conteudo 1280,48,629,62
1281,decisao 1281,resumo 1281,conteudo 1281,15,199,42
1282,decisao 1282,resumo 1282,conteudo 1282,27,884,140
1283,decisao 1283,resumo 1283,conteudo 1283,100,834,292
1284,decisao 1284,resumo 1284,conteudo 1284,12,923,443
1285,decisao 1285,resumo 1285,conteudo 1285,62,764,474
1286,decisao 1286,resumo 1286,conteudo 1286,23,575,112
1287,decisao 1287,resumo 1287,conteudo 1287,31,371,370
1288,decisao 1288,resumo 1288,conteudo 1288,91,177,390
1289,decisao 1289,resumo 1289,conteudo 1289,74,609,235
1290,decisao 1290,resumo 1290,conteudo 1290,52,379,89
1291,decisao 1291,resumo 1291,conteudo 1291,46,461,363
1292,decisao 1292,resumo 1292,conteudo 1292,9,776,436
1293,decisao 1293,resumo 1293,conteudo 1293,97,276,453
1294,decisao 1294,resumo 1294,conteudo 1294,38,986,394
1295,decisao 1295,resumo 1295,conteudo 1295,56,404,424
1296,decisao 1296,resumo 1296,conteudo 1296,89,306,162
1297,decisao 1297,resumo 1297,conteudo 1297,16,142,56
1298,decisao 1298,resumo 1298,conteudo 1298,23,754,209
1299,decisao 1299,resumo 1299,conteudo 1299,64,920,451
1300,decisao 1300,resumo 1300,conteudo 1300,62,915,216
1301,decisao 1301,resumo 1301,conteudo 1301,34,758,146
1302,decisao 1302,resumo 1302,conteudo 1302,70,12,320
1303,decisao 1303,resumo 1303,conteudo 1303,49,62,229
1304,decisao 1304,resumo 1304,conteudo 1304,15,436,346
1305,decisao 1305,resumo 1305,conteudo 1305,26,819,54
1306,decisao 1306,resumo 1306,conteudo 1306,31,46,291
1307,decisao 1307,resumo 1307,conteudo 1307,32,301,134
1308,decisao 1308,resumo 1308,conteudo 1308,96,115,488
1309,decisao 1309,resumo 1309,conteudo 1309,22,359,41
1310,decisao 1310,resumo 1310,conteudo 1310,81,956,474
1311,decisao 1311,resumo 1311,conteudo 1311,94,257,456
1312,decisao 1312,resumo 1312,conteudo 1312,9,563,455
1313,decisao 1313,resumo 1313,conteudo 1313,81,802,77
1314,decisao 1314,resumo 1314,conteudo 1314,51,739,418
1315,decisao 1315,resumo 1315,conteudo 1315,68,727,59
1316,decisao 1316,resumo 1316,conteudo 1316,82,552,473
1317,decisao 1317,resumo 1317,conteudo 1317,14,725,119
1318,decisao 1318,resumo 1318,conteudo 1318,48,962,205
1319,decisao 1319,resumo 1319,conteudo 1319,99,634,89
1320,decisao 1320,resumo 1320,conteudo 1320,22,134,410
1321,decisao 1321,resumo 1321,conteudo 1321,70,38,73
1322,decisao 1322,resumo 1322,conteudo 1322,27,72,101
1323,decisao 1323,resumo 1323,conteudo 1323,1,612,54
1324,decisao 1324,resumo 1324,conteudo 1324,26,409,358
1325,decisao 1325,resumo 1325,conteudo 1325,20,452,258
1326,decisao 1326,resumo 1326,conteudo 1326,73,198,76
1327,decisao 1327,resumo 1327,conteudo 1327,57,989,383
1328,decisao 1328,resumo 1328,conteudo 1328,68,937,410
1329,decisao 1329,resumo 1329,conteudo 1329,49,914,75
1330,decisao 1330,resumo 1330,conteudo 1330,84,784,386
1331,decisao 1331,resumo 1331,conteudo 1331,100,119,389
1332,decisao 1332,resumo 1332,conteudo 1332,81,272,36
1333,decisao 1333,resumo 1333,conteudo 1333,49,175,36
1334,decisao 1334,resumo 1334,conteudo 1334,88,265,229
1335,decisao 1335,resumo 1335,conteudo 1335,81,545,342
1336,decisao 1336,resumo 1336,conteudo 1336,70,484,60
1337,decisao 1337,resumo 1337,conteudo 1337,45,231,238
1338,decisao 1338,resumo 1338,conteudo 1338,86,90,500
1339,decisao 1339,resumo 1339,conteudo 1339,94,792,224
1340,decisao 1340,resumo 1340,conteudo 1340,58,461,268
1341,decisao 1341,resumo 1341,conteudo 1341,31,1000,488
1342,decisao 1342,resumo 1342,conteudo 1342,29,102,183
1343,decisao 1343,resumo 1343,conteudo 1343,99,444,211
1344,decisao 1344,resumo 1344,conteudo 1344,11,808,328
1345,decisao 1345,resumo 1345,conteudo 1345,2,339,358
1346,decisao 1346,resumo 1346,conteudo 1346,40,954,336
1347,decisao 1347,resumo 1347,conteudo 1347,56,549,366
1348,decisao 1348,resumo 1348,conteudo 1348,98,727,343
1349,decisao 1349,resumo 1349,conteudo 1349,43,996,466
1350,decisao 1350,resumo 1350,conteudo 1350,61,562,143
1351,decisao 1351,resumo 1351,conteudo 1351,15,309,40
1352,decisao 1352,resumo 1352,conteudo 1352,44,723,248
1353,decisao 1353,resumo 1353,conteudo 1353,97,496,106
1354,decisao 1354,resumo 1354,conteudo 1354,93,221,417
1355,decisao 1355,resumo 1355,conteudo 1355,21,730,273
1356,decisao 1356,resumo 1356,conteudo 1356,38,536,13
1357,decisao 1357,resumo 1357,conteudo 1357,1,30,161
1358,decisao 1358,resumo 1358,conteudo 1358,62,876,65
1359,decisao 1359,resumo 1359,conteudo 1359,25,815,35
1360,decisao 1360,resumo 1360,conteudo 1360,22,957,75
1361,decisao 1361,resumo 1361,conteudo 1361,98,46,315
1362,decisao 1362,resumo 1362,conteudo 1362,70,25,50
1363,decisao 1363,resumo 1363,conteudo 1363,22,639,228
1364,decisao 1364,resumo 1364,conteudo 1364,52,595,409
1365,decisao 1365,resumo 1365,conteudo 1365,48,909,328
1366,decisao 1366,resumo 1366,conteudo 1366,11,50,269
1367,decisao 1367,resumo 1367,conteudo 1367,75,248,36
1368,decisao 1368,resumo 1368,conteudo 1368,77,511,395
1369,decisao 1369,resumo 1369,conteudo 1369,78,985,56
1370,decisao 1370,resumo 1370,conteudo 1370,87,370,195
1371,decisao 1371,resumo 1371,conteudo 1371,24,594,6
1372,decisao 1372,resumo 1372,conteudo 1372,11,137,322
1373,decisao 1373,resumo 1373,conteudo 1373,68,713,162
1374,decisao 1374,resumo 1374,conteudo 1374,96,132,297
1375,decisao 1375,resumo 1375,conteudo 1375,49,278,469
1376,decisao 1376,resumo 1376,conteudo 1376,23,903,279
1377,decisao 1377,resumo 1377,conteudo 1377,38,15,132
1378,decisao 1378,resumo 1378,conteudo 1378,25,478,305
1379,decisao 1379,resumo 1379,conteudo 1379,11,71,268
1380,decisao 1380,resumo 1380,conteudo 1380,90,826,175
1381,decisao 1381,resumo 1381,conteudo 1381,54,126,122
1382,decisao 1382,resumo 1382,conteudo 1382,62,796,28
1383,decisao 1383,resumo 1383,conteudo 1383,86,507,419
1384,decisao 1384,resumo 1384,conteudo 1384,70,18,253
1385,decisao 1385,resumo 1385,conteudo 1385,59,886,236
1386,decisao 1386,resumo 1386,conteudo 1386,64,46,391
1387,decisao 1387,resumo 1387,conteudo 1387,59,888,269
1388,decisao 1388,resumo 1388,conteudo 1388,34,696,375
1389,decisao 1389,resumo 1389,conteudo 1389,46,547,75
1390,decisao 1390,resumo 1390,conteudo 1390,100,793,312
1391,decisao 1391,resumo 1391,conteudo 1391,54,336,151
1392,decisao 1392,resumo 1392,conteudo 1392,64,179,279
1393,decisao 1393,resumo 1393,conteudo 1393,23,111,178
1394,decisao 1394,resumo 1394,conteudo 1394,37,95,298
1395,decisao 1395,resumo 1395,conteudo 1395,35,866,457
1396,decisao 1396,resumo 1396,conteudo 1396,92,150,481
1397,decisao 1397,resumo 1397,conteudo 1397,68,397,134
1398,decisao 1398,resumo 1398,conteudo 1398,21,730,283
1399,decisao 1399,resumo 1399,conteudo 1399,67,191,350
1400,decisao 1400,resumo 1400,conteudo 1400,13,460,30
1401,decisao 1401,resumo 1401,conteudo 1401,39,268,375
1402,decisao 1402,resumo 1402,conteudo 1402,68,957,308
1403,decisao 1403,resumo 1403,conteudo 1403,79,730,316
1404,decisao 1404,resumo 1404,conteudo 1404,65,625,434
1405,decisao 1405,resumo 1405,conteudo 1405,86,314,387
1406,decisao 1406,resumo 1406,conteudo 1406,38,111,279
1407,decisao 1407,resumo 1407,conteudo 1407,84,318,250
1408,decisao 1408,resumo 1408,conteudo 1408,64,817,129
1409,decisao 1409,resumo 1409,conteudo 1409,21,29,41
1410,decisao 1410,resumo 1410,conteudo 1410,52,513,29
1411,decisao 1411,resumo 1411,conteudo 1411,68,229,402
1412,decisao 1412,resumo 1412,conteudo 1412,65,807,323
1413,decisao 1413,resumo 1413,conteudo 1413,19,38,402
1414,decisao 1414,resumo 1414,conteudo 1414,57,501,264
1415,decisao 1415,resumo 1415,conteudo 1415,37,549,418
1416,decisao 1416,resumo 1416,conteudo 1416,99,432,189
1417,decisao 1417,resumo 1417,conteudo 1417,68,928,314
1418,decisao 1418,resumo 1418,conteudo 1418,5,401,212
1419,decisao 1419,resumo 1419,conteudo 1419,40,610,468
1420,decisao 1420,resumo 1420,conteudo 1420,68,302,492
1421,decisao 1421,resumo 1421,conteudo 1421,54,200,121
1422,decisao 1422,resumo 1422,conteudo 1422,1,236,16
1423,decisao 1423,resumo 1423,conteudo 1423,34,44,252
1424,decisao 1424,resumo 1424,conteudo 1424,91,711,72
1425,decisao 1425,resumo 1425,conteudo 1425,84,408,242
1426,decisao 1426,resumo 1426,conteudo 1426,51,544,49
1427,decisao 1427,resumo 1427,conteudo 1427,51,880,191
1428,decisao 1428,resumo 1428,conteudo 1428,67,980,465
1429,decisao 1429,resumo 1429,conteudo 1429,9,392,488
1430,decisao 1430,resumo 1430,conteudo 1430,15,916,384
1431,decisao 1431,resumo 1431,conteudo 1431,43,555,442
1432,decisao 1432,resumo 1432,conteudo 1432,32,536,133
1433,decisao 1433,resumo 1433,conteudo 1433,7,101,50
1434,decisao 1434,resumo 1434,conteudo 1434,3,295,163
1435,decisao 1435,resumo 1435,conteudo 1435,18,924,223
1436,decisao 1436,resumo 1436,conteudo 1436,57,452,367
1437,decisao 1437,resumo 1437,conteudo 1437,31,250,269
1438,decisao 1438,resumo 1438,conteudo 1438,58,496,439
1439,decisao 1439,resumo 1439,conteudo 1439,60,549,233
1440,decisao 1440,resumo 1440,conteudo 1440,11,787,231
1441,decisao 1441,resumo 1441,conteudo 1441,21,373,45
1442,decisao 1442,resumo 1442,conteudo 1442,53,682,321
1443,decisao 1443,resumo 1443,conteudo 1443,3,785,80
1444,decisao 1444,resumo 1444,conteudo 1444,46,574,474
1445,decisao 1445,resumo 1445,conteudo 1445,73,413,395
1446,decisao 1446,resumo 1446,conteudo 1446,13,628,450
1447,decisao 1447,resumo 1447,conteudo 1447,78,702,423
1448,decisao 1448,resumo 1448,conteudo 1448,91,261,413
1449,decisao 1449,resumo 1449,conteudo 1449,41,51,211
1450,decisao 1450,resumo 1450,conteudo 1450,91,646,200
1451,decisao 1451,resumo 1451,conteudo 1451,5,44,444
1452,decisao 1452,resumo 1452,conteudo 1452,38,919,63
1453,decisao 1453,resumo 1453,conteudo 1453,97,75,395
1454,decisao 1454,resumo 1454,conteudo 1454,37,929,72
1455,decisao 1455,resumo 1455,conteudo 1455,58,936,342
1456,decisao 1456,resumo 1456,conteudo 1456,45,704,274
1457,decisao 1457,resumo 1457,conteudo 1457,24,731,117
1458,decisao 1458,resumo 1458,conteudo 1458,17,111,177
1459,decisao 1459,resumo 1459,conteudo 1459,25,553,243
1460,decisao 1460,resumo 1460,conteudo 1460,12,110,385
1461,decisao 1461,resumo 1461,conteudo 1461,70,698,175
1462,decisao 1462,resumo 1462,conteudo 1462,97,602,308
1463,decisao 1463,resumo 1463,conteudo 1463,42,340,100
1464,decisao 1464,resumo 1464,conteudo 1464,66,229,367
1465,decisao 1465,resumo 1465,conteudo 1465,97,58,301
1466,decisao 1466,resumo 1466,conteudo 1466,86,391,369
1467,decisao 1467,resumo 1467,conteudo 1467,20,404,305
1468,decisao 1468,resumo 1468,conteudo 1468,51,477,299
1469,decisao 1469,resumo 1469,conteudo 1469,64,433,432
1470,decisao 1470,resumo 1470,conteudo 1470,20,663,235
1471,decisao 1471,resumo 1471,conteudo 1471,84,908,367
1472,decisao 1472,resumo 1472,conteudo 1472,76,437,86
1473,decisao 1473,resumo 1473,conteudo 1473,19,315,52
1474,decisao 1474,resumo 1474,conteudo 1474,16,155,184
1475,decisao 1475,resumo 1475,conteudo 1475,63,111,457
